"Store","Year","Sum_Dry_Grocery","Sum_Dairy","Sum_Frozen_Food","Sum_Meat","Sum_Produce","Sum_Floral","Sum_Deli","Sum_Bakery","Sum_General_Merchandise","Total.Sales","Dry_Grocery_Percent","Dairy_Percent","Frozen_Food_Percent","Meat_Percent","Produce_Percent","Floral_Percent","Deli_Percent","Bakery_Percent","General_Merchandise_Percent","KMeans"
"11","S0011",2015,10163008.45,2104841.34,1609834.78,2719787.7,2205228.62,176845.1,1091045.18,726534.57,1598547.88,22395674,45.3793373220204,9.39842819644544,7.18815062230321,12.1442547341955,9.84667226358091,0.789639552710046,4.87167825357701,3.24408441558847,7.13775294282279,"1"
"12","S0012",2015,22920867.6,4784134.92,3657381.26,5626478.83,4639016.01,335699.97,2216645.21,914460.49,4091856.84,49186541,46.599876986674,9.72651221804762,7.43573584489302,11.4390618157109,9.43147437426023,0.682503715803069,4.50660925719497,1.85916812080768,8.31905793090838,"1"
"13","S0013",2015,17451783.56,3553516.21,2951489.37,4467174.88,3629467.14,309895.27,1812614.94,1342741.95,3650467.09,39169150,44.5549202880328,9.07223212655878,7.53523977415899,11.4048297703678,9.26613710024342,0.791171802298493,4.62765962498548,3.42805996555963,9.31975059453677,"1"
"14","S0014",2015,13770222.43,3029633.62,2391810.25,3058413.55,3311035.35,330321.91,1082305.37,636768.63,3377451.51,30987963,44.4373269388504,9.77680791731938,7.71851395975915,9.86968246347783,10.684908039938,1.06596845362181,3.49266381271979,2.0548902488363,10.8992369391947,"1"
"15","S0015",2015,16733288.07,3689264.26,2908692.42,3735002.13,3921200.02,287081.34,1306527.72,937785.14,3834916.56,37353758,44.7967994813267,9.87655448214876,7.78688029193743,9.99899964549752,10.4974712852185,0.768547410945909,3.49771425943275,2.51055098659685,10.2664812466794,"1"
"16","S0016",2015,11144879.86,2135270.92,1823002.86,2570843.14,2065999.38,145993.89,1075451.66,670693.26,1720661.82,23352797,47.7239615451631,9.14353394156597,7.80635767098905,11.0087161721998,8.84690334952168,0.625166612804453,4.6052370514761,2.87200398307749,7.36811877395243,"1"
"17","S0017",2015,13818627.34,3158295.28,2484711.41,3081529.14,4215854.25,422332.61,1288667.35,890682.47,2180252.8,31540953,43.8116988411859,10.0133159578279,7.87773092969005,9.76993035055091,13.3662868398428,1.33899762001484,4.0856956668367,2.82389206819464,6.91245061618779,"2"
"18","S0018",2015,10994579.22,2399399.79,1918423.17,2575042.16,2646907.99,226217.15,1044561.79,848925.03,1624673.09,24278729,45.2848220349591,9.88272405034053,7.90166227400124,10.6061654215919,10.9021686843656,0.931750381166987,4.30237427173391,3.49657937200914,6.69175511617597,"1"
"19","S0019",2015,9500819.34,1918345.51,1532868.24,2197008.49,1865858.21,113276.66,638836.560000001,385628.7,1529502.66,19682144,48.2712622161488,9.74662877174357,7.78811617270964,11.1624449551837,9.47995406394751,0.575530084527376,3.24576712780884,1.95928197659767,7.77101651120934,"1"
"20","S0020",2015,10997288.18,2568277.53,1866647.95,2600090.68,2615310,201233.89,914548.27,705612.78,1501802.12,23970811,45.8778310838127,10.7141870585855,7.78717061345984,10.8469032608033,10.9103943124828,0.839495543142032,3.81525794016731,2.94363332137573,6.26512853486684,"1"
"21","S0021",2015,9410854.64999999,2656706.22,1879698.39,1874153.33,3217947.64,194611.01,795313.459999999,612390.49,1100774.09,21742449,43.2833240174554,12.2189833353179,8.64529285546444,8.61978947265784,14.8002998190314,0.895074009372174,3.6578835254483,2.81656629388897,5.06278795916688,"2"
"22","S0022",2015,13404375.38,2752887.18,2163727.82,3022688.81,2625382.14,246755.04,1229095.06,970143.130000001,2074377.15,28489432,47.0503426674144,9.66283631067126,7.59484365992274,10.6098598596139,9.21528424996329,0.866128324355502,4.31421398643539,3.40527368183402,7.28121624186821,"1"
"23","S0023",2015,7723456.22999999,1921840.1,1491504.46,1938579.85,1893525.06,167752.48,678086.29,640114.98,1233253.09,17688113,43.6646703353828,10.8651505109674,8.43224181120959,10.9597889271739,10.705071027079,0.948391046574612,3.83357054537135,3.61889920083618,6.97221399478848,"2"
"24","S0024",2015,11160900.76,2550573.86,2014391.25,2570942.73,2709800.59,132218.66,1008674.17,562929.26,1813070.15,24523501,45.5110416738621,10.4005291087924,8.21412591130442,10.483587681873,11.0498113218011,0.539150833316988,4.11309204994833,2.29546857930277,7.39319459321897,"1"
"25","S0025",2015,14470649.14,3278235.63,2493889.08,3286736.53,3498500.3,166116.52,1324244.75,961693.58,1838856.38,31318922,46.2041737579601,10.4672684136446,7.96288288594352,10.4944114296143,11.1705642358955,0.530403057934114,4.22825776059597,3.07064713146896,5.87139103957665,"1"
"26","S0026",2015,9711806.15,2236359.26,1664161.72,2119542.42,2411984.05,176843.89,799105.96,648571.84,1451771.86,21220147,45.7669126891534,10.5388490475584,7.84236659623518,9.98834937382856,11.3664813443564,0.833377308837683,3.76578899288492,3.05639654616907,6.8414788078518,"1"
"27","S0027",2015,11859562.08,2762018.81,2061424.43,2638827.83,3511115.94,431558.24,789146.71,620490.05,1876040.56,26550185,44.6684724795703,10.4030115421041,7.76425636958839,9.93901861700774,13.2244499991243,1.62544343852971,2.97228328164192,2.3370460507149,7.06601690346037,"2"
"28","S0028",2015,7841593.17,1787154.37,1366909.87,2062508.92,2017244.48,61139.8299999999,645670.38,521856.64,1007023.92,17311102,45.2980588410836,10.323746980406,7.89614589527577,11.9143710204007,11.6528946568508,0.35318277253522,3.72980518513495,3.01457781255058,5.8172144095737,"2"
"29","S0029",2015,14829406.83,3341340.32,2451973.11,4420784.46,3333528.94,209019.35,1440562.53,598927.39,2981115.45,33606658,44.1263955196021,9.94249508534887,7.29609326223393,13.1544899823124,9.91925153640686,0.621958154839437,4.28653908401127,1.78216884880371,8.87060965716971,"1"
"30","S0030",2015,11232100.21,2789061.75,1805115.79,2839990.86,2965450.25,211755.18,1225710.44,779454.599999999,1648698.92,25497338,44.0520504924867,10.9386389669384,7.07962450825259,11.1383818185255,11.6304307924223,0.830499168187675,4.80720944280537,3.05700383310603,6.46616097727536,"2"
"31","S0031",2015,13344842.36,3014887.33,2274456.12,3304425.47,2575738.86,184062.48,1133312.67,595091.290000001,2842620.56,29269437,45.5930954872826,10.300462321841,7.7707545929223,11.2896789576103,8.80009704320585,0.628855553320005,3.87200023697074,2.03314908312039,9.7119072020415,"1"
"32","S0032",2015,10839766.57,2277093.41,1769568.5,2797084.07,2331785.09,157300.51,966854.670000001,567271.16,2458833.29,24165557,44.856266172553,9.42288816268543,7.32268865145547,11.5746724563394,9.64920895471186,0.650928550912358,4.00096165794979,2.34743672574979,10.1749497849356,"1"
"33","S0033",2015,14465006.19,3356605.45,2631936.7,3916347.08,3730920.43,296740.91,1345068.95,923256.25,2294605.79,32960488,43.885898139615,10.1837249800428,7.9851266158438,11.8819450731433,11.3193725469113,0.900292829402283,4.08085265606505,2.80110006259616,6.96168633789645,"2"
"34","S0034",2015,13566943.93,3218941.92,2562510.4,3402503.03,3561114.71,362451.26,1372806.13,902119.1,2100665.64,31050056,43.6937824846435,10.3669440080881,8.2528366454476,10.958122040102,11.4689477854726,1.16731274172259,4.42126780705323,2.90537028339015,6.76541659055302,"2"
"35","S0035",2015,8525732.59,1856416.79,1448285.37,2243507.61,1615522.5,132984.09,742343.57,537480.27,1262948.38,18365221,46.4232507193896,10.1083280729374,7.88602200866518,12.2160664987369,8.79664067206162,0.724108302317733,4.04211618253872,2.92662021328249,6.87684825573294,"1"
"36","S0036",2015,8814761.2,1687871.64,1432261.65,1795257.75,1748605.79,103705.82,545124.18,283134.94,1416381.48,17827104,49.4458393242111,9.46800803989251,8.03418014501964,10.0703835575313,9.80869237089771,0.581731166206244,3.05783923176754,1.58822734191712,7.94510134680316,"1"
"37","S0037",2015,13507345.36,3060559.9,2410415.17,3383050.92,3562066.35,256331.63,1246123.74,635399.37,3225658.13,31286951,43.1724566577293,9.78222486428926,7.70421882912145,10.8129773335855,11.385150154133,0.819292458379853,3.98288647557891,2.03087661050768,10.3099152423002,"2"
"38","S0038",2015,9122829.82,2227430.86,1714191.72,2453893.95,2171273.05,155092.65,782759.5,593747.63,1411229.41,20632449,44.2159329704389,10.7957657377464,8.30823195055517,11.8933721828175,10.5235837490741,0.751692879502575,3.7938273832641,2.8777370538999,6.83985410554026,"2"
"39","S0039",2015,9669474.43000001,2328789.52,1581216.99,2939723.13,1579637.47,147463.34,758905.04,1010486.17,1345626.92,21361323,45.2662713353476,10.9018974152491,7.4022427824344,13.7618963488357,7.39484848386965,0.690328684229904,3.55270616899524,4.73044750084065,6.29936132701144,"1"
"40","S0040",2015,16073815.58,3677680.76,2788687.32,4769599.23,4543001.51,299539.75,1464123.59,700204.9,2709070.05,37025723,43.4125636925442,9.93277230535107,7.53175655746142,12.8818530565899,12.2698522591983,0.809004458873091,3.95434166133636,1.89113093078561,7.3167242406043,"2"
"41","S0041",2015,11674107.53,2674726.45,2087500.74,2595859.27,2402327.77,172803.28,1261126.41,705443.21,1693623.67,25267518,46.2020350791874,10.5856319168349,8.26159791397002,10.27350319885,9.50757320129344,0.683894951613371,4.99109730524383,2.79189752630235,6.70277021272924,"1"
"42","S0042",2015,18881880.24,4006812.63,3217344.18,4719220.8,3843105.62,238829.76,1884916.5,1159185.22,2410507.99,40361803,46.7815579001761,9.92723895411709,7.97125980719939,11.692294320945,9.52164010116198,0.591722228067958,4.6700502948295,2.87198572372993,5.9722505211177,"1"
"43","S0043",2015,12162194.78,2791583.6,2218720.2,2890792.8,3136766.86,231556.75,1021871.91,690136.36,2014870.32,27158494,44.7822871916241,10.2788600870137,8.16952589491891,10.6441572202052,11.549855673146,0.852612630140684,3.7626236197044,2.54114370259264,7.41893243417695,"2"
"44","S0044",2015,15772314.51,3562553.91,2715622.41,4481645.11,3735116.20000001,201122.97,1456372.17,1316636.75,2290881.67,35532266,44.3887099967112,10.0262502537834,7.64269413608465,12.6128885503672,10.5118998039697,0.566029112806935,4.09873147409175,3.70546801039933,6.44732781748285,"2"
"45","S0045",2015,18821234.56,4354423.4,3546379.18,3883710.16,4446110.8,394119.27,1637901.97,952974.540000001,4267237.08,42304091,44.4903415133066,10.2931496625232,8.38306437077209,9.18046001744843,10.5098837840529,0.931633940556718,3.87173422542042,2.25267702832807,10.0870553630381,"1"
"46","S0046",2015,17883061.14,4373298.18,3320714.19,4574109.64,5002506.61,443995.32,1607814.64,1209799.41,3893486.6,42308786,42.2679609384207,10.3366193962644,7.84875791519993,10.8112523956608,11.8238008767257,1.04941635526957,3.80019091070115,2.85945195874918,9.20254861484327,"2"
"47","S0047",2015,20130418.28,4359082.65,3644785.09,4807596.71,4593568.85,380905.05,1727800.92,936433.169999999,4516050.58,45096641,44.6383984119792,9.66609164970846,8.08216534353413,10.6606536615443,10.1860554314899,0.844641732851012,3.83132952185951,2.0765031479839,10.0141617642875,"1"
"48","S0048",2015,15351829.53,3431379.41,2843183.47,3562316.55,3440749.53,331411.22,1338514.34,924731.52,3560088.01,34784204,44.1344856705647,9.86476335637867,8.17377758594102,10.2411903690537,9.89170121587373,0.952763558999366,3.84805223658417,2.65848118876028,10.2347836103997,"1"
"49","S0049",2015,10022010.28,2424017.45,2025935.33,2122030.11,2510813.07,231099.48,940397.14,698494.12,1523808.91,22498606,44.5450277230509,10.7740784029019,9.00471491433735,9.43182928755675,11.1598606153643,1.02717243903911,4.17980180638747,3.10461065898927,6.77290366345364,"2"
"50","S0050",2015,18904924.18,4604837.64,3654389.92,4286193.57,6382729.42,654293.36,1635272.62,921487.02,2895084.11,43939212,43.0251780118405,10.4800187131258,8.31692184193017,9.754825757913,14.5262719322322,1.48908760584965,3.72167033855773,2.09718603965861,6.58883939475292,"2"
"51","S0051",2015,14858870.69,3404191.04,2738386.27,2877653.86,3917645.91,271433.73,1250997.7,1026703.85,2015389.09,32361272,45.9155953140531,10.5193363227502,8.46192408629673,8.89227673127311,12.1059700928938,0.838761004202802,3.86572474654272,3.1726313168407,6.22778081776267,"2"
"52","S0052",2015,19906352.86,4440704.91,3420423.44,5136574.65,6637175.18,734241.050000001,1987478.38,1153010.85,3571911.99,46987873,42.3648732940093,9.45074681290638,7.27937491445932,10.9317028459662,14.1252939455251,1.56261818873989,4.22976877459424,2.45384771938921,7.60177416415507,"2"
"53","S0053",2015,14581530.55,3130532.88,2313704.13,3715695.89,2745412.25,201233.77,1447634.62,860645.189999999,1901166.71,30897556,47.1931519437978,10.1319757459134,7.48830791017905,12.0258569642207,8.88553207897738,0.65129348742017,4.68527225907447,2.78547982889002,6.15312974916203,"1"
"54","S0054",2015,17026101.04,3989612.16,3149861.69,4164490.16,4386911.15,309659.41,1673337.82,1146805.78,2423532.2,38270311,44.4890584766871,10.4248229391185,8.23056204063771,10.881777678786,11.462961850506,0.809137427704729,4.37241761636063,2.99659383483975,6.33266920668609,"2"
"55","S0055",2015,19088095.08,3736021.51,3173059.07,3847038.75,4400262.02,225703.13,1465620.42,639279.85,2427596.17,39002676,48.940475468914,9.57888507444977,8.13549067761402,9.86352513350622,11.2819490129344,0.578686267578153,3.75774323792552,1.63906663737637,6.22417848970158,"1"
"56","S0056",2015,10391159.07,2549257.22,1884567.75,1907090.37,2572158.37,176842.67,592394.16,490284.11,1248561.77,21812315,47.6389556541797,11.6872382413329,8.63992542744776,8.74318186767429,11.7922300773668,0.810746910632823,2.71587018617693,2.24773991206344,5.72411396956261,"1"
"57","S0057",2015,14653637.31,3251575.4,2519485.1,4931545.65,3587804.57,196213.47,1656800.49,592246.87,2057046.97,33446356,43.8123582431521,9.72176281326431,7.53291360051302,14.7446425852789,10.7270417440991,0.586651263294572,4.95360537931247,1.77073660879529,6.15028725401356,"2"
"58","S0058",2015,13413628.73,2897466.58,2305301.28,2962731.37,2897813.17,240267.69,1378425.27,860880.03,1909961,28866475,46.4678445497761,10.037479740772,7.98608517319832,10.263571738496,10.0386804069426,0.832341635062819,4.77517698298805,2.98228318490567,6.61653700356556,"1"
"59","S0059",2015,12462807.04,2807123.52,2101484.93,3404045.88,3490732.83,214102.63,1259971.75,829482.95,2417121.15,28986873,42.9946584441861,9.68411984279919,7.24978140967465,11.7434049543736,12.0424608408089,0.738619270867885,4.34669772762312,2.86158134407944,8.33867506163911,"2"
"60","S0060",2015,15688606.94,3555148.75,2872841.23,3998911.1,3516216.8,366568.84,1452109.14,902494.46,2533936.38,34886834,44.9699933791642,10.1905170013421,8.23474331319374,11.4625222225668,10.0789220368922,1.05073690550424,4.16234141510233,2.58691992514999,7.26330276917648,"1"
"61","S0061",2015,19352651.46,4461770.11,3095090.85,4923658.91,4329100.12,244877.13,2074325.81,1243333.02,2297763.31,42022571,46.0529924739731,10.6175562413828,7.36530577817336,11.7167007939614,10.3018449775479,0.582727625113656,4.9362182290084,2.95872668047845,5.46792653405238,"1"
"62","S0062",2015,12248028.87,2577226.39,2079239.8,2442931.82,2882942.49,151167.25,1062596.06,559885.62,2060781.69,26064800,46.9906880927534,9.88776583745127,7.97719453055462,9.37253238083545,11.0606737438998,0.579967043675761,4.07674741413707,2.14805262269421,7.90637829563242,"1"
"63","S0063",2015,8729367.81,2373881.9,1771709.83,2202671,2822801.12,193831.14,623938.46,607220.75,1518719.92,20844142,41.8792378693256,11.3887244675266,8.49979735313643,10.5673382958147,13.5424193521614,0.929907021358807,2.99335160929147,2.91314821209719,7.28607548346197,"2"
"64","S0064",2015,9975297.43000001,2452825.8,1630303.74,2620448.72,2806409.24,218816.85,906447.01,1001406.81,1242288.12,22854244,43.6474618455986,10.7324740210177,7.13348356655333,11.4659173149635,12.2795977849891,0.957445146730734,3.96620868316624,4.38171050418469,5.43569990764079,"2"
"65","S0065",2015,14548365.67,3709653.21,2541375.39,3903469.76,4244599.91,401274.129999999,1339607.66,1073955.02,2907880.44,34670181,41.9621855161356,10.6998380250741,7.33014745437873,11.2588675553785,12.2427970883682,1.15740419699568,3.86386116645887,3.09763315051629,8.38726639471539,"2"
"66","S0066",2015,15930729.89,3513480.75,2929476.99,3732184.45,3021856.3,304719.87,1410438.96,890801.23,3572979.13,35306668,45.1210232865928,9.9513235007053,8.29723436377514,10.570763715228,8.55888270170383,0.863066064461251,3.99482318750668,2.52303964225681,10.11984231987,"1"
"67","S0067",2015,13208481.87,2850178.02,2323242.19,3517290.99,2926805.74,171868.63,1247766.13,703530.22,1748363.96,28697528,46.0265492902385,9.93178931648748,8.09561781767405,12.2564249784859,10.1988078555059,0.59889698513405,4.34799168067717,2.45153596504898,6.09238523959276,"1"
"68","S0068",2015,17116047.01,3885400.46,2943162.25,3997440.94,4775191.33,364386.38,1782749.49,1400891.14,2559074.52,38824344,44.0858627514737,10.0076396912205,7.58071340497086,10.2962227513748,12.2994771785455,0.938551286275435,4.591834159516,3.60828025838634,6.59141728189921,"2"
"69","S0069",2015,10171488.28,2610543.88,1909920.49,2763957.68,3279238.46,194733.89,1023277.68,914185.360000001,1741950.8,24609297,41.3318929021012,10.6079579599531,7.76097135159936,11.2313556945572,13.325201691052,0.79130212455886,4.15809391060622,3.71479672905732,7.07842568603239,"2"
"70","S0070",2015,15551585.46,3449561.43,2718768.77,3563208.16,4013986.34,276776.12,1336535.56,825115.8,3634274.01,35369812,43.9685273419039,9.75284072756733,7.68669273673267,10.0741506909904,11.3486222092444,0.782520755270059,3.77874657631768,2.33282495253297,10.2750730198962,"2"
"71","S0071",2015,13753914.08,3038819.76,2126413.89,4160577.09,3135443.78000001,184240.31,1330196.58,665396.47,2552738,30947740,44.4423860352969,9.8191976538513,6.87098279228144,13.4438801993296,10.1314143779158,0.595327187057925,4.2982026474308,2.15006481894962,8.24854415863647,"1"
"72","S0072",2015,16735266.3,3531512.75,2411981.19,4778935.6,4147374.1,287682.8,1676771.13,692740.56,3797553.88,38059818,43.9709572441991,9.27884823306302,6.33734294262784,12.5563805901542,10.8969887874924,0.75587014105007,4.40562046303006,1.82013629177102,9.97785612111965,"1"
"73","S0073",2015,15644379.69,3508188.95,2793488.95,3782537.58,4465628.93,311041.81,1525076.3,1293299.18,2556073.85,35879715,43.6022964229231,9.77763884133415,7.78570551633423,10.5422732036751,12.4461103718355,0.866901562623894,4.25052512262151,3.60454139616215,7.12400823139203,"2"
"74","S0074",2015,9359491.14999999,2112420.38,1619474.25,2705702.35,1908571.21,104311.03,766377.12,680005.26,1251862.39,20508215,45.6377658904005,10.3003619768956,7.8967099281922,13.1932610907385,9.30637410423092,0.508630468326961,3.73692747028447,3.31577009505703,6.10419965852709,"1"
"75","S0075",2015,13433609.13,3046198.57,2352610.73,4961131.18,3567736.58,142057.19,1606817.41,499520.37,1549614.52,31159296,43.1126849913426,9.77621115059853,7.55026920377149,15.9218333430897,11.4499909754059,0.455906288768527,5.15678342026726,1.60311827969412,4.97320132008118,"2"
"76","S0076",2015,9919151.26,2240409.57,1852723.94,2481944.99,2605311.13,264552.57,941792.04,590258.53,1712977.48,22609122,43.8723417034947,9.90931700045672,8.19458597286528,10.9776265969108,11.5232742341786,1.17011430165223,4.1655400859883,2.61070965073301,7.57648828645358,"2"
"77","S0077",2015,11830087.05,2777040.86,2205284.96,2861789.75,3178498.13,292412.08,1026552.9,1057670.22,1721778.73,26951115,43.8946108537625,10.3039924693283,8.18253701191954,10.6184465837499,11.7935682067328,1.0849721059778,3.80894408264742,3.92440245978691,6.38852503875999,"2"
"78","S0078",2015,7941652.94,2202417.72,1620640.59,2058790.78,2343553.96,132383.08,667635.85,463992.82,974476.95,18405545,43.1481542111358,11.9660554468776,8.80517577719106,11.1857094152876,12.7328691435108,0.719256506666876,3.62736256926921,2.52094040138448,5.29447484440151,"2"
"79","S0079",2015,11014708.74,2278637.38,1824305.04,2869326.94,2349084.45,183894.22,958828.26,539816.49,1716709.36,23735311,46.4064226502025,9.60020022488857,7.68603807213649,12.0888533543967,9.89700303484543,0.774770636036747,4.03967009322102,2.27431816671793,7.23272326197875,"1"
"80","S0080",2015,6015457.74,1340208.61,1037446.86,1278210.26,1042516.44,97321.71,457539.13,305939.47,1044103.93,12618744,47.6708120871617,10.6207766002702,8.2214748155601,10.1294570996923,8.26164981237436,0.771247201781731,3.62586902468265,2.42448432268695,8.27423022449778,"1"
"81","S0081",2015,6223032.38,1500900.17,1273072.82,1815579.88,1715208.66,124602.84,572727.66,631365.19,845442.23,14701932,42.3279904981196,10.2088635017493,8.65922125064923,12.3492604917503,11.6665528040804,0.847526978086962,3.89559453818722,4.29443688081267,5.75055190025366,"2"
"82","S0082",2015,16101048.58,3519202.13,2629629.54,3968025.49,3544714.74,184041.21,1685799.63,1229853.62,2064418.11,34926733,46.0994979977085,10.0759556583778,7.52898801041598,11.3609981500417,10.1490017403002,0.526935084366465,4.82667425550509,3.5212386454811,5.91071060096002,"1"
"83","S0083",2015,8510839.61,2068732.16,1592307.43,2080217.16,2231752.09,134863.43,605897.73,478990.25,1299214.29,19002814,44.7872594553627,10.8864516592122,8.37932439900743,10.9468900763855,11.7443242353475,0.709702415652755,3.18846319287238,2.52062799751658,6.83695735799972,"2"
"84","S0084",2015,9921287.97999999,2292092.92,2034849.42,2283307.78,2173133.49,137454.97,865370.47,476737.31,1369446.7,21553681,46.0305967226665,10.6343455672374,9.4408440952615,10.5935862185211,10.0824239256394,0.63773315564984,4.01495442936174,2.21186028502509,6.35365578622047,"1"
"85","S0085",2015,9143517.2,2426042.21,1621992.03,2483554.6,2699498.21,229219.47,674595.12,796420,1477864.8,21552704,42.4239909757959,11.256324078872,7.52570085869503,11.5231694361877,12.5251022331119,1.06352998677103,3.12997905042448,3.69522079456944,6.8569809152485,"2"
